rich,富有,0.9872360784720827,8
lease,租約,0.9567131913448591,36
house,屋,1.0476608253808217,58
bathroom,浴室,0.9364715751343744,84
deck,甲板,1.0609746459749576,346
window,窗,0.9527304321647565,43
flexible,靈活,1.0157646080587908,256
email,私信,1.0236379313532733,398
full,完整,1.1433507947788695,23
driveway,花圃,1.0669600901419485,482
half,半,1.049424391320192,25
free,免費,1.0290495456189277,3
share,分享,1.0132569869784642,6
nice,漂亮,1.0587268104753786,310
living,居住,1.0743107509541823,29
all,所有,0.9079489333422508,1
available,提供,1.0558654691846756,97
pet,寵物,0.9932167924298408,19
return,返回,0.9244188249924258,5
view,觀點,1.0417984376631306,19
couple,兩人,1.0612407521492675,99
off,扯,1.075922293969666,58
no,沒有,1.1077412752310305,76
doorman,老闆,1.1150523401625936,1131
an,亦,1.1445317449232717,28
neighborhood,社區,1.0801096168929365,234
fully,完全,1.0575872515885842,34
budget,預算,0.9358679018069751,22
w,a,l,k,-,i,n
leasing,轉售,1.0311101785383088,268
queen,女王,0.9071108804304364,6
indoor,室內,0.9998967233075324,13
young,年輕,1.005071502639393,27
utility,需求,1.127045270997237,159
offer,提供,1.0600364244561136,101
cover,封面,1.0276122467642945,16
so,所以,0.9803773091585396,311
party,黨,0.9892226440707815,63
text,註解,1.0741972349634865,87
bus,巴士,1.03354582732494,145
main,主要,0.9883843125304392,1
twin,一對,1.0581897718205913,23
call,聽到,1.0493102238057874,18
vending,售賣,1.058093451293647,310
block,禁,1.0650753988218695,171
about,大概,1.0597684951260276,60
bedroom,臥室,0.9349812294553445,44
remodel,改建,1.0083107694988334,53
manager,經理,0.9854162674476992,16
basement,二樓,1.0289372249247184,152
building,建築,0.9785636647834816,167
room,房間,0.8638598209075533,25
double,單,1.03215615205613,9
renew,放棄,1.04707430373862,102
utilities,公用,1.0934635380408793,576
apartment,公寓,0.9510278201873663,41
update,更新,1.0018516144335718,9
visit,拜訪,0.8602074791591148,4
move,移動,1.0007216001518056,8
yearly,每年,0.952614468994871,9
playground,遊樂場,0.9942267853951801,54
walk,散步,0.9960026128647964,12
fireplace,壁爐,1.063111761049967,877
prefer,龱,1.0449792254926442,238
king,國王,0.9376856201352672,10
check,檢查,0.9827852888388633,36
floor,二樓,0.9883638324101031,123
bar,酒吧,1.1156493838295616,54
the,的,0.9445667075421943,7
union,工會,1.0897137670018942,65
happy,開心,1.0361513152845758,182
scam,詐騙,0.9604171358241218,33
ps,版,1.1233579115130192,160
$,3,0,0
closet,衣櫃,0.9821371082988022,52
apt,難,1.169096426906058,1399
summer,夏季,0.9521213525854431,8
town,村莊,1.0588169982571893,35
see,看,1.057870682884464,112
gas,氣體,1.0250690600594954,247
lobby,樓,1.088664044399351,229
garage,後巷,1.0977013471227206,665
or,或者,0.9816836058041418,14
deep,深,0.9184542154080827,5
houses,幢,1.052391656149209,271
security,安全,1.0189438824550536,59
hard,難,1.040766321525461,17
dining,客廳,1.0348784936576345,384
outdoor,戶外,0.9900933192109356,24
bedrooms,臥室,0.994762117444804,254
month,十天,0.9280074227813873,8
quarter,碼,1.0965356198237093,189
bath,浴,1.0255173658522052,21
rooms,房間,0.9450864748350744,127
sewage,污水,0.9498702786968253,91
paper,用紙,1.0059527132312411,30
post,駐,1.087378024522621,21
bonus,額外,1.1197779657179086,267
location,地點,0.987046728148813,8
gym,健身,1.0195877196380192,48
a,為,1.0265628015166701,9
studio,工作室,1.0186565373360512,21
apartments,公寓,1.0346236337735575,242
park,公園,0.971535405542205,20
duplex,碟型,1.1502915946454917,1019
management,管理,1.051845719738854,155
money,金錢,0.9228345560285189,39
crime,犯罪,0.9076677774640094,17
powder,粉末,1.063227989345374,765
furniture,家具,0.947899380535944,106
washer,洗碗,1.0328521347951614,390
topic,頭,1.0328625537908669,500
cozy,幽靜,1.148752065371692,733
everything,幹麼,1.0415940217699484,575
acc,籃,1.140377073630884,441
chinese,中國,0.9523167260901085,318
balcony,陽台,0.9707802988824495,186
plus,另加,0.9869398335999112,4
easy,容易,0.9763869707768643,28
parking,停車位,1.0853466931133378,647
centre,中心,0.9924395712280141,6
set,設,1.0660213267108123,7
safety,安全,0.9886957210818512,13
only,只有,0.9068262503942597,14
table,順序,1.038869312264303,13
bill,法案,1.0681855623176957,88
neighbourhood,社區,1.089509283678949,107
pattern,樣式,1.0766050970022496,186
whole,整個,0.9710111621818295,14
keep,会話,0.9477411510447175,48
diner,餐廳,1.0422599228226472,163
deposit,礦,1.0154557953846963,41
maintenance,維護,0.9637348784029761,17
property,財產,0.9902323686844813,51
air,航空,1.0714440785101635,173
on,上,1.0193742609477638,3
wireless,通訊,1.0229391909543046,381
shopping,購物,0.9253308096468554,24
sheet,紙,1.0290067261545277,11
baby,嬰兒,0.9864663076601665,62
screen,螢幕,0.9450503858651856,10
purple,紫色,1.0359376008272174,74
dealer,古董,1.0818684087887995,250
garden,園圃,1.0040698878131054,65
clean,乾淨,0.9718511620187044,10
family,家族,1.0303144406509077,14
sale,出售,0.8871970869644749,27
ornaments,裝飾,1.0359440662565438,670
white,白,0.986395302938717,22
list,列表,0.9720442713047751,7
condition,狀況,1.0105901538766422,64
sold,出售,1.0199831262608656,75
fan,粉絲,1.0635264994371667,18
tab,預設,1.0726795269404557,153
inspection,檢查,0.9733027415031545,14
message,訊息,0.9135177655709116,8
prepaid,預付,1.0224502396819828,217
plan,計劃,0.9343404219675403,5
integrated,整合,0.9893791478899878,51
liability,責任,1.104106347227109,1415
miles,英里,0.9957973655069821,17
feature,片,1.0405786384274818,16
owner,老闆,1.0347708261543094,47
moving,移,1.0486439744356042,58
area,區域,0.9872897468894157,18
link,連結,1.1513850630597846,1015
second,第二,0.823782990789423,9
beats,節拍,1.0900026097763535,646
reading,閱讀,0.9591751906241742,5
pick,選,1.0601731243118828,43
内存,内存,0.0,0
burner,燃,0.9932218162217265,68
soda,汁,1.014143751935529,195
seasoning,熬,0.9786308349880208,506
coding,編碼,1.01831222156729,337
box,盒,1.0286029487587414,8
heater,暖爐,1.028945022434267,514
yard,碼,1.1260503569406355,639
thx,内,1.0887484416266757,262
size,尺寸,0.9443618889165637,6
thread,頭,1.0231159614967154,369
mechanic,技工,1.0643311544064467,158
bug,臭蟲,1.0057059560829507,16
native,原生,1.0550591810707486,15
proof,證明,0.8826568286645493,13
flex,銲接,1.0850485714365827,136
gated,鄰舍,1.1485834421893395,756
college,學院,0.9826408812074804,68
permit,允許,0.9415743112422512,26
confirm,確認,0.9426327053079626,61
jfk,甘迺迪,1.105008639923738,158
hello,啊,1.0555281569241985,147
fall,秋天,1.0655133622926676,18
visitor,訪客,1.0230445466351068,16
master,導師,1.0993241786574395,74
paperwork,辦妥,1.0758582445421783,358
m,米,1.0815438557461283,9
quote,引用,1.0287996446323953,534
rental,出租,1.0074913199739168,81
office,辦公室,0.9885368327912817,4
graduate,畢業,0.9389889582990643,94
phd,碩士,0.9594295424377789,94
corner,臨街,1.0210306228631385,30
in,於,1.0011632408702118,6
tv,電視,0.9005331280313759,22
purchase,購買,0.8903067197260535,28
ride,騎車,1.0141471401434385,77
mid,中期,1.0462261319518635,27
sorry,頭,0.9246095946967463,388
bbs,網絡,1.167828137894341,1149
field,撲,1.0410851389015803,5
microwave,微波,1.028007278569177,504
portable,攜帶式,1.0383008955769213,275
shift,轉變,1.0397194065121516,14
how,如何,1.0227366894013514,242
hesitate,勸告,1.0807545200557664,1701
agent,臥底,1.0955864873371557,36
limited,有限,0.9500668853270887,2
defamation,誹謗,0.9954977945499699,204
review,審稿,1.0069726440295808,20
coverage,報導,1.059395637878094,225
my,頭,1.0186433688684686,422
